DifFinAcumModB1,DifFinAcumDatB1,PromAcumModB1,PromAcumDatB1,DifFinFalleModB1,DifFinFalleDatB1,PromFalleModB1,PromFalleDatB1,DifFinAcumModB1Por,DifFinAcumDatB1Por,PromAcumModB1Por,PromAcumDatB1Por,DifFinFalleModB1Por,DifFinFalleDatB1Por,PromFalleModB1Por,PromFalleDatB1Por
393.40642875409685,-1349.481312995078,66.78011043518073,259.93246678384423,30.015403622172016,72.64462086743879,8.114402032582564,13.204658394719603,0.0,0.0,4.049704537108722,-17.43315123206577,0.0,0.0,3.78589255746776,9.175978350154336
