DifFinAcumModTot,DifFinAcumDatTot,PromAcumModTot,PromAcumDatTot,DifFinFalleModTot,DifFinFalleDatTot,PromFalleModTot,PromFalleDatTot,DifFinAcumModTotPor,DifFinAcumDatTotPor,PromAcumModTotPor,PromAcumDatTotPor,DifFinFalleModTotPor,DifFinFalleDatTotPor,PromFalleModTotPor,PromFalleDatTotPor
511131.1600654628,525476.0529979158,68772.91424933591,68573.17492055494,7103.736120869158,7097.262400845575,925.1090490451232,905.0648141786907,0.0,0.0,38.055446812155324,30.502301479098172,0.0,0.0,37.83986028483764,41.71826386927041
