ECMAcumB1,ECMFalleB1,ECMAcumB2,ECMFalleB2,ECMAcumTotal,ECMFalleTotal,ECMPondB1,ECMPondB2,ECMPondTotal,ECMAcumB1Por,ECMFalleB1Por,ECMAcumB2Por,ECMFalleB2Por,ECMAcumTotalPor,ECMFalleTotalPor,ECMPondB1Por,ECMPondB2Por,ECMPondTotalPor,MAEAcumB1,MAEFalleB1,MAEAcumB2,MAEFalleB2,MAEAcumTotal,MAEFalleTotal,MAEPondB1,MAEPondB2,MAEPondTotal,MAEAcumB1Por,MAEFalleB1Por,MAEAcumB2Por,MAEFalleB2Por,MAEAcumTotalPor,MAEFalleTotalPor,MAEPondB1Por,MAEPondB2Por,MAEPondTotalPor,MAEPenAcumB1,MAEPenFalleB1,MAEPenAcumB2,MAEPenFalleB2,MAEPenAcumTotal,MAEPenFalleTotal,MAEPenPondB1,MAEPenPondB2,MAEPenPondTotal,MAEPenAcumB1Por,MAEPenFalleB1Por,MAEPenAcumB2Por,MAEPenFalleB2Por,MAEPenAcumTotalPor,MAEPenFalleTotalPor,MAEPenPondB1Por,MAEPenPondB2Por,MAEPenPondTotalPor
537224.3299413256,318.45901133715194,34454147.99306923,1891.9906100754336,23148506.772026595,1367.4800771626728,268771.39447633136,17228019.991839655,11574937.126051879,4.015788346640828e-07,2.3087204258349707e-07,0.0022303207706439363,0.00013267215637766426,0.0014870143733741788,8.8525061599304e-05,3.1622543862378994e-07,0.0011814964635108002,0.0007877697174867415,626.0947477220527,13.643427384173581,4435.143918406651,34.135567105040536,3165.460861511785,27.30485386475155,319.86908755311316,2234.639742755846,1596.3828576882684,0.0005418734054664605,0.00036775255956108524,0.35946900923437164,0.09000352489272126,0.23982663062473658,0.060124934115001194,0.0004548129825137729,0.22473626706354644,0.1499757823698689,201352.98903699892,252.37967890262135,5173811.190965123,525.9047951751262,3516325.123655748,434.72975641762457,100802.68435795077,2587168.547880149,1758379.926706083,0.17419575921017785,0.006825542786203574,4.212337694654941,0.01375958537411778,2.86629038284002,0.011448237844813046,0.09051065099819071,2.1130486400145294,1.4388693103424164
