date,DifAcumModB1,DifAcumDatB1,DifFalleModB1,DifFalleDatB1,DifAcumModB1Por,DifAcumDatB1Por,DifFalleModB1Por,DifFalleDatB1Por
2021-08-16,0.0,,0.0,,0.0,0.0,0.0,0.0
2021-08-17,-3.3716374072246253,,-0.004192492029687855,,-0.8728144971427796,20.794680740070024,-0.029337940146900398,55.400153067444876
2021-08-18,-7.7684757460374385,,-0.016032956940762233,,-1.014451453869348,-17.777810079483906,-0.042327370502295424,-73.56831762672626
2021-08-19,-12.798622330185026,,-0.032615828939015046,,-1.079456996249971,-5.42256086739808,-0.04538761704892173,-10.306811519751937
2021-08-20,-18.061640905216336,,-0.0498974445508793,,-0.991188616946793,0.7732119491653209,-0.033934710827583675,-5.278157544764118
2021-08-21,-22.816463578958064,,-0.0624684635840822,,-0.8603476405249287,9.008051088815813,-0.005488270660564623,-24.73220298405551
2021-08-22,-26.872747043613344,,-0.06444848296814598,,-0.7983006952099156,17.41530103680234,0.036903277844727925,-8.07265640796683
2021-08-23,-30.565330166136846,,-0.051472725688654464,,-0.7648055076872758,45.986899169923554,0.08984444494472449,62.08684560617491
2021-08-24,-34.03443944710307,,-0.020666062329837587,,-0.7291322959615913,37.20608571037924,0.15303703143042463,49.18372616889626
2021-08-25,-37.27405132469721,,0.03053071653994266,,-0.6899500618164741,-16.341935038364227,0.22703309814235045,-83.78861309519276
2021-08-26,-40.26888531213626,,0.1046483980389894,,-0.5890491211687936,-0.3789498195174243,0.31343142253451134,8.980540126760424
2021-08-27,-42.768761292798445,,0.2045117818270228,,-0.3646282510103498,9.52055857964748,0.4150094439219956,-9.315514031354999
2021-08-28,-44.28402509447187,,0.3335906341599184,,-0.09229390525863555,9.476202190583123,0.5337456997568181,-44.879789360365834
2021-08-29,-44.6592209872324,,0.4956892325426452,,0.10030894823852408,25.560134161614045,0.6678094167958407,-28.143720258710896
2021-08-30,-44.261703616706654,,0.6937227981907199,,0.25853887039708007,44.5700492572,0.8137867868204234,51.637955741495034
2021-08-31,-43.26355518749915,,0.9293004126229789,,0.41556899130858166,29.132514196935563,0.9727057970258779,71.68692348969947
2021-09-01,-41.697859446750954,,1.2041432532932959,,0.5827321097817266,-3.603705616498657,1.1445207593841582,-81.29925437872191
2021-09-02,-39.55487689119764,,1.5197873422075645,,0.8226037348956923,10.595344243819124,1.3308479094689674,-70.8888884511891
2021-09-03,-36.60138641949743,,1.878025987156434,,1.186419374144298,15.898758752730105,1.5338754631892513,1.0448853462403818
2021-09-04,-32.4398103216663,,2.281044690964336,,1.6146400716002864,23.794976104604935,1.7558784815697166,10.324765852793227
2021-09-05,-26.90971483523026,,2.731394282578549,,1.982862128191835,24.466313645842813,1.9955614781474635,28.09738472808845
2021-09-06,-20.294371662894264,,3.2309603480243823,,2.288736605010285,51.99759270803094,2.2493740562861033,71.34513680691813
2021-09-07,-12.856350727612153,,3.780452358783805,,2.565362272543132,23.984731434688296,2.5165885636545435,70.63198875020728
2021-09-08,-4.7230859328992665,,4.380292770030792,,2.8337602636653036,-2.150655518431798,2.7962886597705836,-59.09658702718714
2021-09-09,4.043066753773019,,5.030606408712629,,3.125288089595128,-7.323678159011513,3.0892495851108133,16.267018784330983
2021-09-10,13.47801492549479,,5.731593537857407,,3.5382442971359636,-5.1778407697599205,3.395313508620436,-3.8823280500560826
2021-09-11,23.906596878543496,,6.483330740556994,,4.061742654808978,30.47911610386838,3.719160437787863,-43.49144208517925
2021-09-12,35.591553763952106,,7.2868209828739055,,4.524048879699522,17.973877367945242,4.06088425899948,0.37720211173932533
2021-09-13,48.27691799844615,,8.142835582410044,,4.933331345310012,34.50932891791216,4.4159181020528395,100.0
2021-09-14,61.76076686149463,,9.050973613659153,,5.379119688885768,-7.9954239205065525,4.783730711729083,60.12404878702653
2021-09-15,76.10569384228438,,10.010696066157834,,5.883494035583508,-35.215349565283816,5.164836683132933,-63.49743316964277
2021-09-16,91.42192759225145,,11.021566822084424,,6.449305604022096,-38.06631302745026,5.559671601959409,-30.921522744276317
2021-09-17,107.81771753821522,,12.083208843469038,,7.0389666054899855,-40.54860573289806,5.967866796727142,-12.709743179964432
2021-09-18,125.29636367992498,,13.195137583570613,,7.62760762449001,-16.69167008284195,6.387468916358274,-10.0027077171069
2021-09-19,143.79479596903548,,14.356466981531412,,8.183053042909346,16.342575802483967,6.817799146889664,54.909989288123334
2021-09-20,163.16240760707296,,15.56610060800449,,8.691366862521228,10.381074189516864,7.256671776179612,59.56932495257948
2021-09-21,183.23755272035487,,16.822490771504818,,9.201201099059293,-73.39505237593669,7.703865868535373,70.40614463956192
2021-09-22,203.98595113446936,,18.124089663353516,,9.71578857148495,-164.73786670559542,8.160451102836026,-88.01467310474074
2021-09-23,225.38185043539852,,19.469590947963297,,10.23633320620309,-147.3105495138071,8.62614301087996,19.212562327706042
2021-09-24,247.40165216405876,,20.85767630346527,,10.814464901418935,-134.5048499380113,9.100259356684806,42.697896587742456
2021-09-25,270.13692266191356,,22.286983943726227,,11.457410072590491,-136.06472539193732,9.584922508762155,47.82111489280051
2021-09-26,293.67641538358293,,23.75653201690875,,12.057701234064188,-111.302547164807,10.081590113891558,66.59413856543877
2021-09-27,317.8714163044933,,25.26548728418129,,12.594093299182173,-27.56512146256322,10.587077614441922,72.62528082290876
2021-09-28,342.5531105536502,,26.812473398771544,,13.14574677536009,-101.06230460555972,11.101132762387657,57.94106298236181
2021-09-29,367.7249721735716,,28.396127225933014,,13.72357741603912,-184.2885162078095,11.62549278311222,6.667319716706238
2021-09-30,393.40642875409685,,30.015403622172016,,0.0,0.0,0.0,0.0
