DifFinAcumModB2,DifFinAcumDatB2,DifAcumB2DatCI95_1,DifAcumB2DatCI95_2,DifAcumB2ModCI95_1,DifAcumB2ModCI95_2,DifFalleB2DatCI95_1,DifFalleB2DatCI95_2,DifFalleB2ModCI95_1,DifFalleB2ModCI95_2,PromAcumModB2,PromAcumDatB2,DifFinFalleModB2,DifFinFalleDatB2,PromFalleModB2,PromFalleDatB2,PromAcumModB2CI95_1,PromAcumModB2CI95_2,PromAcumDatB2CI95_1,PromAcumDatB2CI95_2,PromAcumModB2CI95_1Por,PromAcumModB2CI95_2Por,PromAcumDatB2CI95_1Por,PromAcumDatB2CI95_2Por,PromFalleModB2CI95_1,PromFalleModB2CI95_2,PromFalleDatB2CI95_1,PromFalleDatB2CI95_2,PromFalleModB2CI95_1Por,PromFalleModB2CI95_2Por,PromFalleDatB2CI95_1Por,PromFalleDatB2CI95_2Por,DifFinAcumModB2Por,DifFinAcumDatB2Por,DifAcumB2DatCI95_1Por,DifAcumB2DatCI95_2Por,DifAcumB2ModCI95_1Por,DifAcumB2ModCI95_2Por,PromAcumModB2Por,PromAcumDatB2Por,DifFinFalleModB2Por,DifFinFalleDatB2Por,DifFalleB2DatCI95_1Por,DifFalleB2DatCI95_2Por,DifFalleB2ModCI95_1Por,DifFalleB2ModCI95_2Por,PromFalleModB2Por,PromFalleDatB2Por
511131.1600654628,525476.0529979158,1227928.2056693113,285453.0770882622,1213583.3127368584,271108.1841558092,17311.681924009223,3894.7046256334797,17318.155644032806,3901.178345657063,5616.825934785305,5774.095541914859,7103.736120869158,7097.262400845575,78.06303429526548,78.80516122129971,13346.277787122684,2969.451330394868,13503.547394252237,3126.7209375244206,65.22235674961402,48.25739954834102,64.88136727618894,47.37001385417483,190.58232706423843,42.62761580783159,191.32445399027267,43.36974273386583,62.137271879375746,50.60406878381218,64.47946767184376,54.04254189250021,541.3092637570597,617.6265336560458,1310.5436044497621,380.2990890697688,1148.6057592876857,333.3072798755104,55.75235890598516,54.68545338820265,516.2670062800064,537.5393331994065,1162.2651197751563,340.7960090775955,1116.2701905339484,327.3095092622673,55.55298293163751,58.828322709368415
