Totales,sintomaticos,Cases,Deaths,Vacunados,Efectividad,refuerzo,Efe refuerzo
2022-04-18,725,2198905,57270,17436777,0.067482207,13837718,0.45741542
2022-04-19,744,2199649,57275,17439700,0.066457417,13853644,0.454435501
2022-04-20,1498,2201147,57283,17442466,0.065454686,13870354,0.451422732
2022-04-21,1720,2202867,57325,17444878,0.064458725,13885444,0.448430157
2022-04-22,1590,2204457,57351,17447970,0.063448931,13903180,0.445329454
2022-04-23,1438,2205895,57375,17448501,0.062445088,13907349,0.442696521
2022-04-24,1109,2207004,57375,17448517,0.061443162,13907483,0.440180991
2022-04-25,774,2207778,57376,17451396,0.060445566,13922473,0.437163918
2022-04-26,626,2208404,57387,17453877,0.059485604,13937406,0.43416221
2022-04-27,1137,2209541,57468,17456314,0.058548515,13951499,0.431177498
2022-04-28,1367,2210908,57495,17458845,0.057625723,13966022,0.428141588
2022-04-29,1297,2212205,57509,17461686,0.056693765,13984385,0.424962183
2022-04-30,1258,2213463,57527,17462165,0.055775981,13989271,0.422236162
2022-05-01,1136,2214599,57539,17462165,0.054877917,13989281,0.419657846
2022-05-02,818,2215417,57541,17464871,0.053983012,14007633,0.416459369
2022-05-03,705,2216122,57544,17467460,0.053106976,14025981,0.4132733
2022-05-04,1414,2217536,57580,17470089,0.052269615,14046283,0.410020255
2022-05-05,1746,2219282,57597,17472573,0.051464756,14067083,0.406717982
2022-05-06,1749,2221031,57614,17475343,0.050656407,14090800,0.40331549
2022-05-07,1700,2222731,57629,17475867,0.049854375,14096682,0.400485125
2022-05-08,1539,2224270,57637,17475896,0.04908267,14096952,0.397825725
2022-05-09,1097,2225367,57639,17478678,0.04833276,14118038,0.394528199
2022-05-10,956,2226323,57642,17481142,0.047627147,14136654,0.391300337
2022-05-11,1936,2228259,57667,17483597,0.046960685,14158789,0.387935566
2022-05-12,2401,2230660,57680,17486071,0.046327247,14181294,0.384527319
2022-05-13,2569,2233229,57697,17488601,0.045691928,14207075,0.381024376
2022-05-14,2492,2235721,57714,17489168,0.045061975,14215412,0.378064198
2022-05-15,2324,2238045,57722,17489212,0.044433896,14216086,0.375342471
2022-05-16,1758,2239803,57725,17492088,0.043826236,14242002,0.371955912
2022-05-17,1489,2241292,57733,17495056,0.043249787,14270161,0.368567683
2022-05-18,2976,2244268,57754,17498197,0.042700427,14300174,0.365157945
2022-05-19,3575,2247843,57767,17501109,0.042174184,14328204,0.36180812
2022-05-20,3567,2251410,57782,17504281,0.041644781,14359133,0.358409661
2022-05-21,3116,2254526,57794,17504647,0.041123763,14364419,0.355744583
2022-05-22,2994,2257520,57802,17504698,0.040618483,14365132,0.353237306
